Keywords,date,super mario,fortnite,pokemon,pubg,moderna stock,isPartial
,1/26/18 18:00,5,30,29,6,0,FALSE
,1/26/18 19:00,5,38,29,6,0,FALSE
,1/26/18 20:00,5,44,36,6,0,FALSE
,1/26/18 21:00,6,52,42,6,0,FALSE
,1/26/18 22:00,6,64,42,9,0,FALSE
,1/26/18 23:00,6,72,45,10,0,FALSE
,1/27/18 0:00,6,82,45,8,0,FALSE
,1/27/18 1:00,6,89,49,8,0,FALSE
,1/27/18 2:00,6,66,48,8,0,FALSE
,1/27/18 3:00,6,63,50,9,0,FALSE
,1/27/18 4:00,6,59,55,12,0,FALSE
,1/27/18 5:00,8,54,67,17,0,FALSE
,1/27/18 6:00,6,56,61,19,0,FALSE
,1/27/18 7:00,3,47,65,21,0,FALSE
,1/27/18 8:00,3,46,64,18,0,FALSE
,1/27/18 9:00,5,50,50,13,0,FALSE
,1/27/18 10:00,2,19,38,9,0,FALSE
,1/27/18 11:00,5,14,36,4,0,FALSE
,1/27/18 12:00,4,21,36,5,0,FALSE
,1/27/18 13:00,5,23,42,4,0,FALSE
,1/27/18 14:00,5,34,40,4,0,FALSE
,1/27/18 15:00,6,36,43,5,0,FALSE
,1/27/18 16:00,6,51,44,7,0,FALSE
,1/27/18 17:00,5,45,45,7,0,FALSE
,1/27/18 18:00,6,50,46,7,0,FALSE
,1/27/18 19:00,8,55,45,8,0,FALSE
,1/27/18 20:00,7,53,47,8,0,FALSE
,1/27/18 21:00,6,56,47,10,0,FALSE
,1/27/18 22:00,7,49,43,9,0,FALSE
,1/27/18 23:00,6,54,47,8,0,FALSE
,1/28/18 0:00,7,62,46,8,0,FALSE
,1/28/18 1:00,7,65,46,10,0,FALSE
,1/28/18 2:00,7,66,49,9,0,FALSE
,1/28/18 3:00,6,76,48,9,0,FALSE
,1/28/18 4:00,6,61,51,12,0,FALSE
,1/28/18 5:00,7,58,59,13,0,FALSE
,1/28/18 6:00,7,56,70,17,0,FALSE
,1/28/18 7:00,7,57,64,21,0,FALSE
,1/28/18 8:00,7,50,62,14,0,FALSE
,1/28/18 9:00,5,36,48,18,0,FALSE
,1/28/18 10:00,4,18,46,12,0,FALSE
,1/28/18 11:00,2,14,46,5,0,FALSE
,1/28/18 12:00,4,19,30,5,0,FALSE
,1/28/18 13:00,4,21,41,4,0,FALSE
,1/28/18 14:00,6,28,44,6,0,FALSE
,1/28/18 15:00,7,39,43,7,0,FALSE
,1/28/18 16:00,6,38,44,8,0,FALSE
,1/28/18 17:00,5,47,46,6,0,FALSE
,1/28/18 18:00,7,49,46,9,0,FALSE
,1/28/18 19:00,7,62,46,9,0,FALSE
,1/28/18 20:00,5,45,49,8,0,FALSE
,1/28/18 21:00,7,34,48,7,0,FALSE
,1/28/18 22:00,5,33,46,7,0,FALSE
,1/28/18 23:00,6,33,39,8,0,FALSE
,1/29/18 0:00,7,31,43,9,0,FALSE
,1/29/18 0:00,7,32,45,10,0,FALSE
,1/29/18 1:00,6,31,44,9,0,FALSE
,1/29/18 2:00,5,29,37,10,0,FALSE
,1/29/18 3:00,5,30,44,8,0,FALSE
,1/29/18 4:00,5,35,50,12,0,FALSE
,1/29/18 5:00,7,37,58,18,0,FALSE
,1/29/18 6:00,5,35,68,24,0,FALSE
,1/29/18 7:00,4,39,59,17,0,FALSE
,1/29/18 8:00,4,31,62,18,0,FALSE
,1/29/18 9:00,1,27,55,14,0,FALSE
,1/29/18 10:00,2,15,26,8,0,FALSE
,1/29/18 11:00,4,16,31,4,0,FALSE
,1/29/18 12:00,5,20,30,5,0,FALSE
,1/29/18 13:00,4,22,25,5,0,FALSE
,1/29/18 14:00,4,27,25,5,0,FALSE
,1/29/18 15:00,3,28,23,5,0,FALSE
,1/29/18 16:00,3,27,26,6,0,FALSE
,1/29/18 17:00,5,31,25,7,0,FALSE
,1/29/18 18:00,4,32,27,7,0,FALSE
,1/29/18 19:00,5,27,29,7,0,FALSE
,1/29/18 20:00,4,25,32,8,0,FALSE
,1/29/18 21:00,5,27,34,7,0,FALSE
,1/29/18 22:00,5,28,39,7,0,FALSE
,1/29/18 23:00,6,30,43,8,0,FALSE
,1/30/18 0:00,5,32,43,6,0,FALSE
,1/30/18 1:00,6,31,38,9,0,FALSE
,1/30/18 2:00,5,31,44,9,0,FALSE
,1/30/18 3:00,3,32,41,8,0,FALSE
,1/30/18 4:00,5,29,47,13,0,FALSE
,1/30/18 5:00,7,29,56,16,0,FALSE
,1/30/18 6:00,5,35,71,16,0,FALSE
,1/30/18 7:00,5,35,71,31,0,FALSE
,1/30/18 8:00,6,34,60,28,0,FALSE
,1/30/18 9:00,4,24,50,47,0,FALSE
,1/30/18 10:00,2,11,28,15,0,FALSE
,1/30/18 11:00,1,16,29,10,0,FALSE
,1/30/18 12:00,3,21,31,8,0,FALSE
,1/30/18 13:00,4,23,26,8,0,FALSE
,1/30/18 14:00,4,24,22,8,0,FALSE
,1/30/18 15:00,5,27,26,8,0,FALSE
,1/30/18 16:00,4,24,24,10,0,FALSE
,1/30/18 17:00,4,24,27,10,0,FALSE
,1/30/18 18:00,4,26,28,10,0,FALSE
,1/30/18 19:00,5,25,28,9,0,FALSE
,1/30/18 20:00,5,25,32,9,0,FALSE
,1/30/18 21:00,4,24,33,10,0,FALSE
,1/30/18 22:00,6,26,36,12,0,FALSE
,1/30/18 23:00,6,28,38,13,0,FALSE
,1/31/18 0:00,5,30,38,12,0,FALSE
,1/31/18 1:00,5,30,41,10,0,FALSE
,1/31/18 2:00,4,81,42,12,0,FALSE
,1/31/18 3:00,4,73,41,13,0,FALSE
,1/31/18 4:00,4,61,43,14,0,FALSE
,1/31/18 5:00,6,47,56,18,0,FALSE
,1/31/18 6:00,4,39,65,22,0,FALSE
,1/31/18 7:00,4,40,61,29,0,FALSE
,1/31/18 8:00,4,23,48,21,0,FALSE
,1/31/18 9:00,4,24,46,14,0,FALSE
,1/31/18 10:00,2,10,27,9,0,FALSE
,1/31/18 11:00,3,14,30,6,0,FALSE
,1/31/18 12:00,6,22,29,6,0,FALSE
,1/31/18 13:00,4,23,27,5,0,FALSE
,1/31/18 14:00,5,24,26,5,0,FALSE
,1/31/18 15:00,4,27,24,6,0,FALSE
,1/31/18 16:00,4,25,24,7,0,FALSE
,1/31/18 17:00,4,25,26,7,0,FALSE
,1/31/18 18:00,5,28,27,7,0,FALSE
,1/31/18 19:00,5,27,29,7,0,FALSE
,1/31/18 20:00,4,28,34,8,0,FALSE
,1/31/18 21:00,6,28,37,7,0,FALSE
,1/31/18 22:00,6,30,40,8,0,FALSE
,1/31/18 23:00,6,30,38,9,0,FALSE
,2/1/18 0:00,6,31,39,8,0,FALSE
